DATA,ATIVIDADE,TIPO,PATICIPANTES,TEMA,TEMPO (MIN)
17/8/2017,SIG SAÚDE DA CRIANÇA E DO ADOLESCENTE,SIG,2,LINHA DE CIUDADO DE PREVENÇÃO DA VIOLÊNCIA CONTRA CRIANÇA E ADOLESCENTES,60
17/8/2017,SIG TRAUMA – CIRURGIA-  EMERGÊNCIA E TRAUMA,SIG,24,TRAUMATISMO DE VISCERAS OCAS,80
17/8/2017,REUNIÃO TELESSAÚDE,TELESSAÚDE,5,REUNIÃO TELESSAÚDE,110
21/8/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,6,DISCUSSÃO DE CASOS OPERADOS,120
21/8/2017,REUNIÃO ADMINISTRATIVA,REUNIÃO SRAS,3,REUNIÃO ADMINISTRATIVA,30
21/8/2017,REUNIÃO MINISTÁRIO DA SAÚDE,VIDEOCONFERÊNCIA,4,REDE LABORATORIAL,180
22/8/2017,DEFESA DE DISSERTAÇÃO DE MESTRADO,BANCA MESTRADO,7,CONCILIAÇÃO MEDICAMENTOSA EM UM HOSPITAL UNIVERSITÁRIO,120
23/8/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,14,ANEURISMAS VISCERAIS,120
23/8/2017,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,28,ENFERMIDADE VASCULAR PORTAL: SCHISTOSSOMIASIS X DIAGNÓSTICOS DIFERENCIALES,90
23/8/2017,SIG COORDENADORES RUTE,SIG,1,APRESENTAÇÃO DO PLANO DE ATIVIDADES E OPERAÇÃO DA UINIDADE RUTE NA INSTITUIÇÃO,100
23/8/2017,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,1,REUNIÃO EBSERH,120
25/8/2017,QUALIFICAÇÃO DE TESE DE DOUTORADO,BANCA DOUTORADO,9,PLOBLEMA ÉTICOS NO CUIDADO A CRIANÇA: DELIBERAÇÃO MORAL DE ENFERMEIRAS,210
28/8/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,4,DISCUSSÃO DE CASOS OPERADOS,90
28/8/2017,SESSÃO CLÍNICA HEMODINÂMICA,SESSÃO,8,DISCUSSÃO DE CASOS,90
29/8/2017,SESSÃO CLÍNICA PNEUMO-RADIOLOGIA,SESSÃO,11,DISCUSSÃO DE CASOS CLÍNICOS,120
30/8/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,15,APRESENTAÇÃO DE PROJETOS - TCC,120
30/8/2017,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,30,RECOMENDAÇÕES DE VACINAÇÃO ÁRA PORTADORES DE HEPATITE CRÔNICA,120
30/8/2017,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,2,DIRETRIZES PARA EDUCAÇÃO PERMANENTE EBSERH,120
