DATA,ATIVIDADE,TIPO,PATICIPANTES,TEMA,TEMPO (MIN)
20/4/2016,REUNIÃO TUTORIA PEDIATRIA,REUNIÃO DRª SUZY,2,REUNIÃO TUTORIA PEDIATRIA,180
25/4/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,6,DISCUSSÃO DE CASOS OPERADOS,60
25/4/2016,REUNIÃO DO INTERNATO,REUNIÃO DRª SUZY,22,REUNIÃO INTERNATO,90
25/4/2016,REUNIÃO TUTORIA PEDIATRIA,REUNIÃO DRª SUZY,2,REUNIÃO TUTORIA PEDIATRIA,120
26/4/2016,GRAVAÇÃO DE VÍDEOAULA INTERNA - PEDIATRIA,GRAVAÇÃO VÍDEOAULA,1,GRAVAÇÃO DE VÍDEO AULA,70
26/4/2016,SIG SENTINELAS EM AÇÃO,SIG,4,REGISTRO SEGURO: UM DESAFIO DE TODOS,60
27/4/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,13,DISCUSSÃO DE CASOS OPERADOS,90
27/4/2016,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,14,HEPETITE E: O QUE HÁ DE NOVO?,90
27/4/2016,REUNIÃO TUTORIA PEDIATRIA,REUNIÃO DRª SUZY,2,REUNIÃO TUTORIA PEDIATRIA,180
28/4/2016,SIG SAÚDE DA CRIANÇA E DO ADOLESCENTE,SIG,12,ZIKA VÍRUS: MANEJO CLÍNICO NA EMERGÊNCIA,60
29/4/2016,SIG UROLOGIA PEDIÁTRICA,SIG,6,HIPPOSPÁDIAS DISTAIS E PROXIMAIS: O QUE ESTÁ NA MODA?,90
