DATA,ATIVIDADE,TIPO,PATICIPANTES,TEMA,TEMPO (MIN)
15/4/2016,EDUCAÇÃO EM SAÚDE,VIDEOCONFERÊNCIA,10,PROGRAMA DE APOIO AOS PROGRAMAS DE RESIDÊNCIA EM ÁREA PROFISSIOAL DE SAÚDE,120
18/4/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,6,DISCUSSÃO DE CASOS OPERADOS,90
18/4/2016,REUNIÃO TUTORIA PEDIATRIA,REUNIÃO DRª SUZY,2,REUNIÃO TUTORIA PEDIATRIA,240
19/4/2016,SIG SENTINELAS EM AÇÃO,SIG,3,FARMÁCIA CLÍNICA: UM MODELO DE GESTÃO COM FOCO NA SEGURANÇA DO PACIENTE,60
20/4/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,11,VARIZES DE MMII: TRATAMENTO,90
20/4/2016,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,17,PROFILAXIA DA REATICAÇÃO DA HEPATITE B,50
20/4/2016,REUNIÃO TUTORIA PEDIATRIA,REUNIÃO DRª SUZY,2,REUNIÃO TUTORIA PEDIATRIA,180
25/4/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,6,DISCUSSÃO DE CASOS OPERADOS,60
25/4/2016,REUNIÃO DO INTERNATO,REUNIÃO DRª SUZY,22,REUNIÃO INTERNATO,90
25/4/2016,REUNIÃO TUTORIA PEDIATRIA,REUNIÃO DRª SUZY,2,REUNIÃO TUTORIA PEDIATRIA,120
26/4/2016,GRAVAÇÃO DE VÍDEOAULA INTERNA - PEDIATRIA,GRAVAÇÃO VÍDEOAULA,1,GRAVAÇÃO DE VÍDEO AULA,70
26/4/2016,SIG SENTINELAS EM AÇÃO,SIG,4,REGISTRO SEGURO: UM DESAFIO DE TODOS,60
27/4/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,13,DISCUSSÃO DE CASOS OPERADOS,90
27/4/2016,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,14,HEPETITE E: O QUE HÁ DE NOVO?,90
27/4/2016,REUNIÃO TUTORIA PEDIATRIA,REUNIÃO DRª SUZY,2,REUNIÃO TUTORIA PEDIATRIA,180
28/4/2016,SIG SAÚDE DA CRIANÇA E DO ADOLESCENTE,SIG,12,ZIKA VÍRUS: MANEJO CLÍNICO NA EMERGÊNCIA,60
29/4/2016,SIG UROLOGIA PEDIÁTRICA,SIG,6,HIPPOSPÁDIAS DISTAIS E PROXIMAIS: O QUE ESTÁ NA MODA?,90
2/5/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,6,DISCUSSÃO DE CASOS OPERADOS,60
3/5/2016,SIG AVC,SIG,5,EPIDEMIOLOGIAS E CASUÍSTICA DO AVC NA CIDADE DE FORTALEZA,60
4/5/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,14,DISCUSSÃO DE CASOS OPERADOS,90
4/5/2016,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,15,HEPATOTOXIDADE GRAVE NO BRAISL,60
5/5/2016,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,4,DIRETRIZES PARA FARMÁCIA HOSPITALAR,60
6/5/2016,EDUCAÇÃO EM SAÚDE,VIDEOCONFERÊNCIA,6,PROGRAMA DE APOIO AOS PROGRAMAS DE RESIDÊNCIA EM ÁREA PROFISSIOAL DE SAÚDE,90
7/5/2016,CURSO DE CIRURGIA ENDONASAL,VIDEOCONFERÊNCIA,23,CASO CLÍNICO,300
9/5/2016,SIG ENDOCRINOLOGIA PEDIÁTRICA,SIG,7,TELEPEDIATRIA: SISTEMA 100% ONLINE PARA PRONTUÁRIOS E ATENDIMENTO CLÍNICO DE PACIENTES PEDIÁTRICOS,60
9/5/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,7,DISCUSSÃO DE CASOS OPERADOS,60
10/5/2016,SIG SENTINELAS EM AÇÃO,SIG,7,ERRO DE MEDICAÇÃO: AVANÇOS - PERSPECTIVAS NA CAPTAÇÃO E ANÁLISE DE INFORMAÇÕES,60
10/5/2016,AULA DE MESTRADO,WEBCONFERÊNCIA,6,MESTRADO EM ASSISTÊNCIA FARMACÊUTICA,170
11/5/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,15,PROFILAXIA E TRATAMENTO DE TVP,60
11/5/2016,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,13,ORIENTAÇÕES DIETÉTICAS EM PORTADORES DE DOENÇA DO FÍGADO,90
12/5/2016,SIG COLABORATIVO EM EDUCAÇÃO MÉDICA,SIG,1,ENSINO DE URGÊNCIA NAS NOVAS DIRETRIZES E LEI MAIS MÉDICOS,60
13/5/2016,SIG TÉCNICO OPERACIONAL,SIG,2,TELEMEDICINA MÓVEL: APLICATIVO MOBILE PARA DIVULGAÇÃO DE INFORMAÇÕES SOBRE DOENÇAS RARAS,90
13/5/2016,EDUCAÇÃO EM SAÚDE,VIDEOCONFERÊNCIA,3,PROGRAMA DE APOIO AOS PROGRAMAS DE RESIDÊNCIA EM ÁREA PROFISSIOAL DE SAÚDE,90
16/5/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,7,DISCUSSÃO DE CASOS OPERADOS,60
17/5/2016,SIG SENTINELAS EM AÇÃO,SIG,3,AULA 13 - DESAFIOS DA TERAPIA NUTRICIONAL NO DOENTE GRAVE,60
18/5/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,13,DISCUSSÃO DE CASOS OPERADOS,90
18/5/2016,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,17,MANEJO NA INVESTIGAÇÃO EM PACIENTES COM HIPERFERRITINEMIA,90
18/5/2016,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,6,PLANO DE PROGRESSÃO,125
20/5/2016,SIG UROLOGIA PEDIÁTRICA,SIG,2,EXTROFIA VESICAL E ESPISPÁDIA: O QUE ESTÁ CONSOLIDADO E O QUE ESTÁ EM DEFINIÇÃO,90
20/5/2016,SIG TELEPSIQUIATRIA,SIG,20,DISCUSSÃO DE CASOS CLÍNICOS,110
20/5/2016,EDUCAÇÃO EM SAÚDE,VIDEOCONFERÊNCIA,3,PROGRAMA DE APOIO AOS PROGRAMAS DE RESIDÊNCIA EM ÁREA PROFISSIOAL DE SAÚDE,90
23/5/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,7,DISCUSSÃO DE CASOS OPERADOS,120
24/5/2016,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,21,ANÁLISE DE CAUSA RAIS,450
24/5/2016,SIG SENTINELAS EM AÇÃO,SIG,4,AULA 14 - RESULTADO DA EXCELÊNCIA DO MANEJO DA UP: INTERVENÇÃO,60
24/5/2016,AULA DE MESTRADO,WEBCONFERÊNCIA,10,MESTRADO EM ASSISTÊNCIA FARMACÊUTICA,120
24/5/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,12,DISCUSSÃO DE CASOS OPERADOS,90
25/5/2016,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,5,MANEJO DO DISTÚRBIO DO SONO E ANSIEDADE NO HEPATOPATA CRÔNICO,110
1/6/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,9,FISTULA AV. HEMODIÁLISE,90
1/6/2016,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,13,COLANGIOPATIA BILIAR PRIMÁRIA: DIAGNÓSTICO E TRATAMENTO,90
3/6/2016,EDUCAÇÃO EM SAÚDE,VIDEOCONFERÊNCIA,5,APRESENTAÇÃO MODULO - PROGRAMA DE APOIO AOS PROGRAMAS DE RESIDÊNCIA EM ÁREA PROFISSIONAL DA SAÚDE PRECEPTORA,90
6/6/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,7,DISCUSSÃO DE CASOS,60
7/6/2016,SIG AVC,SIG,7,CHAGAS DISEASE AND STROKE: BUG AFTER BUG BRAZIL WILL HAVE A NOBEL PRIZE,60
7/6/2016,SIG SENTINELAS EM AÇÃO,SIG,6,SEGURANÇA NO PROCESSO TRANSFUNCIONAL AÇÕES DE MELHORIAS IMPLANTADAS NO HC - UFTM,60
7/6/2016,AULA DE MESTRADO,WEBCONFERÊNCIA,8,AULA DE MESTRADO EM ASSISTÊNCIA FARMACÊUTICA,150
8/6/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,11,DISCUSSÃO DE CASOS,60
8/6/2016,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,31,ATUALIZAÇÃO EM TERAPÊUTICA DA HEPATITE AUTOIMUNE E SUAS VARIANTES CLÍNICAS,120
9/6/2016,SIG REUMATOLOGIA PEDIÁTRICA,SIG,1,CASOS CLÍNICOS,60
9/6/2016,SIG SAÚDE DA CRIANÇA E ADOLESCENTE,SIG,14,ÁLCOOL- JOVENS E SAÚDE PÚBLICA,60
10/6/2016,SIG TÉCNICO OPERACIONAL,SIG,2,SESSÃO PRÁTICA MCONF ORIENTADA A ESTUDO DE CASOS,90
10/6/2016,SIG TERAPIA OCUPACIONAL,SIG,6,TERAPIA OCUPACIONAL EM CARDIOLOGIA ABORDAGEM NA INSUFICIÊNCIA CARDÍACA E NA CIRURGIA CARDÍACA,90
13/6/2016,SIG ENDOCRINOLOGIA PEDIÁTRICA,SIG,8,TUMOR HIPOFISÁRIO NA ADOLESCÊNCIA DE CASO CLÍNICO,60
14/6/2016,SIG SENTINELAS EM AÇÃO,SIG,5,MONITORAMENTO DOS MEDICAMENTOS POTENCIALMENTE PERIGOSOS (MPP) NO HC-UFTM: AÇÕES DE BAIXO CUSTO QUE LEVARAM A BONS RESULTADOS,60
15/6/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,11,PÉ INFECCIOSO,60
15/6/2016,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,6,CURSO FMEA: GERENCIAMENTO DE RISCO,180
15/6/2016,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,12,COLANGITE ESCLEROSANTE PRIMÁRIO,90
17/6/2016,SIG TELEPSIQUIATRIA,SIG,12,CASOS CLÍNICOS,120
20/6/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,4,DISCUSSÃO DE CASOS CLÍNICOS,60
21/6/2016,SIG SENTINELAS EM AÇÃO,SIG,6,SEGURANÇA DO PACIENTE NA UNIDADE DE TERAPIA RENAL DO HC-UFTM: INTEGRANDO EQUIPE E USUÁRIOS,60
21/6/2016,AULA DE MESTRADO,WEBCONFERÊNCIA,8,AULA DE MESTRADO EM ASSISTÊNCIA FARMACÊUTICA,130
22/6/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,10,DISCUSSÃO DE CASOS CLÍNICOS,90
27/6/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,5,DISCUSSÃO DE CASOS CLÍNICOS,60
28/6/2016,GRAVAÇÃO DE VÍDEOAULA INTERNA - PEDIATRIA,GRAVAÇÃO VÍDEOAULA,1,IMUNIZAÇÕES NA INFÂNCIA,60
28/6/2016,SIG SENTINELAS EM AÇÃO,SIG,7,O IMPACTO DA METODOLOGIA DA QUALIDADE E SEGURANÇA NOS RESULTADOS DO SERVIÇO DE HEMODIÁLISE NO HSR,60
28/6/2016,AULA DE MESTRADO,WEBCONFERÊNCIA,5,AULA DE MESTRADO EM ASSISTÊNCIA FARMACÊUTICA,140
28/6/2016,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,5,REUNIÃO EBSERH,120
29/6/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,10,AMPUTAÇÕES,90
29/6/2016,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,6,DISCUSSÃO DE CASOS CLÍNICOS,90
30/6/2016,SIG SAÚDE DA CRIANÇA E ADOLESCENTE,SIG,10,TRANSTORNOS ALIMENTARES EM CRIANÇAS E ADOLESCENTES,60
4/7/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,7,DISCUSSÃO DE CASOS OPERADOS,60
5/7/2016,SIG AVC,SIG,6,REABILITAÇÃO NO AVC: EXPERIÊNCIA NO TRATAMENTO DA ESPASTICIDADE,60
5/7/2016,SIG SENTINELAS EM AÇÃO,SIG,5,AÇÕES DO SERVIÇO DE NUTRIÇÃO NO HGV FRENTE À QUALIDADE E A SEGURANÇA DO PACIENTE QUE IMPACTAM NA TERAPIA NUTRICIONAL,60
5/7/2016,AULA DE MESTRADO,WEBCONFERÊNCIA,9,MESTRADO EM ASSISTÊNCIA FARMACÊUTICA,105
6/7/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,9,DISCUSSÃO DE CASOS OPERADOS,30
6/7/2016,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,25,DISTÚRBIO DA COAGULAÇÃO NO HEPATOPATE,90
11/7/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,5,DISCUSSÃO DE CASOS OPERADOS,90
12/7/2016,SIG SENTINELAS EM AÇÃO,SIG,7,FERRAMENTA DE GESTÃO KAMBAM,60
13/7/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,13,ANEURISMA ABDOMINAL,60
13/7/2016,REUNIÃO DO INTERNATO,REUNIÃO DRª SUZY,13,REUNIÃO INTERNATO,60
14/7/2016,SIG RCP,SIG,12,DISCUSSÃO DE CASOS CLÍNICOS,40
18/7/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,4,DISCUSSÃO DE CASOS OPERADOS,60
19/7/2016,SIG SENTINELAS EM AÇÃO,SIG,6,ATO TRANSFUSIONAL: FORTALECIMENTO DAS AÇÕES DE HEMOVIGILÂNCIA,60
19/7/2016,AULA DE MESTRADO,WEBCONFERÊNCIA,6,MESTRADO EM ASSISTÊNCIA FARMACÊUTICA,130
20/7/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,7,ANEURISMA DE AORTA,90
20/7/2016,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,21,DISCUSSÃO DE CASOS CLÍNICOS,90
22/7/2016,SIG TELEPSIQUIATRIA,SIG,17,SUICÍDIO EM IDOSOS,90
22/7/2016,DEFESA DE TCC,BANCA TCC,16,EVIDÊNCIAS CIENTÍFICAS PARA O USO OFF-LABEL DE MEDICAMENTOS EM PEDIATRIA,110
25/7/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,1,ANEURISMA DE AORTA,50
25/7/2016,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,5,REALOCAÇÃO DE GESTANTES EM ÁREAS SALUBRES,90
26/7/2016,SIG SENTINELAS EM AÇÃO,SIG,4,GESTÃO DE RISCO COMO FERRAMENTA PARA REDUÇÃO DE INCIDENTES,60
26/7/2016,AULA DE MESTRADO,WEBCONFERÊNCIA,7,MESTRADO EM ASSISTÊNCIA FARMACÊUTICA,70
27/7/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,12,DISCUSSÃO DE CASOS OPERADOS,90
27/7/2016,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,13,INSUFICIÊNCIA HEPÁTICA FULMINANTE,60
30/7/2016,CURSO DE CIRURGIA ENDONASAL,VIDEOCONFERÊNCIA,18,CASOS CLÍNICOS,300
1/8/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,6,DISCUSSÃO DE ARTIGO,60
1/8/2016,SIG ODONTOLOGIA E DIAGNÓSTICO BUCAL,SIG,9,DISCUSSÃO DE CASOS CLÍNICOS,60
1/8/2016,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,2,REUNIÃO DE APRESENTAÇÃO,90
2/8/2016,SIG AVC,SIG,8,SÍNDROME DE CALL FLEMING,60
2/8/2016,SIG SENTINELAS EM AÇÃO,SIG,4,AUTOAVALIAÇÃO DAS PRÁTICAS DE SEGURANÇA DO PACIENTE EM SERVIÇOS DE SAÚDE,60
2/8/2016,SIG SIMULAÇÃO EM SAÚDE,SIG,7,SIMULAÇÃO COMO METODOLOGIA EDUCACIONAL,60
2/8/2016,AULA DE MESTRADO,WEBCONFERÊNCIA,6,AULA DE MESTRADO EM ASSISTÊNCIA FARMACÊUTICA,200
3/8/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,12,DISCUSSÃO DE CASOS CLÍNICOS,90
3/8/2016,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,7,CASOS CLÍNICOS DE HEPATITE B e C QUE NÃO ESTÃO NOS GUIDELINS E PROTOCOLO,120
8/8/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,6,DISCUSSÃO DE CASOS,80
8/8/2016,SIG ENDOCRINOLOGIA PEDIÁTRICA,SIG,4,408 CASOS DE AMBIGUIDADE GENITAIS ACOMPANHADAS POR UMA ÚNICA EQUIPE MULTIDISCIPLINAR POR 23 ANOS,60
10/8/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,15,ANEURISMAS PERIFÉRICOS,120
10/8/2016,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,15,TRANSLAÇÃO BACTERIANA EM PACIENTES CIRRÓTICO,50
11/8/2016,SIG RESSUSCITAÇÃO CARDIOPULMONAR,SIG,1,CASO CLÍNICO,30
11/8/2016,SIG COLABORATIVO EM EDUCAÇÃO MÉDICA,SIG,1,ASPECTOS DA FORMAÇÃO COM AS NOVAS DIRETRIZES CURRICULARES DE 2014,60
12/8/2016,SIG TÉCNICO OPERACIONAL,SIG,1,APRESENTAÇÃO DOS RESULTADOS DA AVALIAÇÃO OPERACIONAL DAS SESSÕES DOS SIGS DO MÊS DE JULHO,130
12/8/2016,SIG TERAPIA OCUPACIONAL,SIG,5,TERAPIA OCUPACIONAL EM UM HOSPITALCARDIOLÓGICO,90
15/8/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,6,DISCUSSÃO DE ARTIGO,120
16/8/2016,SIG SENTINELAS EM AÇÃO,SIG,6,A VIGILÂNCIA DE SANEANTES E A COSMETOVIGILÂNCIA,60
17/8/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,12,ANEURISMAS VISCERAIS,90
17/8/2016,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,15,ASPECTOS UROLÓGICOS DO VHE,90
