DATA,ATIVIDADE,TIPO,PATICIPANTES,TEMA,TEMPO (MIN)
15/2/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - ENGENHARIA,GRAVAÇÃO VÍDEOAULA,1,SERVIÇO DE SAÚDE OCUPACIONAL E SEGURANÇA DO TRABALHO,30
15/2/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - ENFERMAGEM,GRAVAÇÃO VÍDEOAULA,1,PROCEDIMENTOS RELATIVOS À SEGURANÇA DO PACIENTE,90
16/2/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - INFECTOLOGIA,GRAVAÇÃO VÍDEOAULA,1,CONTROLE DE INFECÇÃO HOSPITALAR,30
16/2/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - ARQUIVO MÉDICO,GRAVAÇÃO VÍDEOAULA,1,SERVIÇO DE ARQUIVO MÉDICO E ESTATÍSTICO,20
16/2/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - PSICOLOGIA,GRAVAÇÃO VÍDEOAULA,1,POLÍTICA NACIONAL DE HUMANIZAÇÃO,47
17/2/2017,SIG TELEPSIQUIATRIA,SIG,21,A PSIQUIATRIA E A MEDICINA TRANSLACIONAL,120
17/2/2017,SIG TELECOLOPROCTOLOGIA,SIG,9,DISCUSSÃO DE CASOS CLÍNICOS,60
20/2/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,2,DISCUSSÃO DE CASOS OPERADOS,80
21/2/2017,DEFESA DE TESE DE DOUTORADO,BANCA DOUTORADO,26,CONSTITUIÇÃO DE SUJEITOS MILITANTES NA EMFERMAGEM: UM ESTUDO HISTÓRICO E FOCICAULTIANO,300
21/2/2017,SIG SENTINELAS EM AÇÃO,SIG,1,USO DE FERRAMENTAS DE QUALIDADE CONTRIBUIÇÃO À SEGURANÇA DO PACIENTE,60
21/2/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - RESIDÊNCIA,GRAVAÇÃO VÍDEOAULA,1,COMISSÃO DE RESIDÊNCIA MULTIPROFISSIONAL,57
22/2/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - SUPERINTENDÊNCIA,GRAVAÇÃO VÍDEOAULA,1,BOAS VINDAS AOS RESIDENTES,30
22/2/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - RESIDÊNCIA,GRAVAÇÃO VÍDEOAULA,1,COMISSÃO DE RESIDÊNCIA MEDICA,60
2/3/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - RESIDÊNCIA,GRAVAÇÃO VÍDEOAULA,1,SETOR DE REGULAÇÃO E AVALIAÇÃO EM SAÚDE,60
2/3/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - RESIDÊNCIA,GRAVAÇÃO VÍDEOAULA,1,NÚCLEO UNIVERSITÁRIO DE TELESSAÚDE,20
2/3/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - RESIDÊNCIA,GRAVAÇÃO VÍDEOAULA,1,APRESENTAÇÃO DO HUPES,120
6/3/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,3,DISCUSSÃO DE ARTIGO,60
7/3/2017,SIG AVC,SIG,7,COMPLICAÇÕES CEREBROVASCULARES EM PACIENTES EM USO DE PRÓTESES VALVARES,60
7/3/2017,SIG SENTINELAS EM AÇÃO,SIG,2,ATUAÇÃO DA COMISSÃO DE AVALIAÇÃO E PREVENÇÃO DE LESÕES DE PELO NO CENTRO CIRÚRGICO,60
7/3/2017,SIG SIMULAÇÃO EM SAÚDE,SIG,5,SIMULAÇÃO EM HIGIENE DAS MÃOS,60
8/3/2017,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,14,DILI- ATUALIZAÇÃO DO ESTUDO HEPATOXI,50
9/3/2017,DEFESA DE DISSERTAÇÃO DE MESTRADO,BANCA MESTRADO,15,CONSUMO DE ÁLCOOL ENTRE ADOLESCENTES ESCOLARES QUILOMBOLAS E FATORES ASSOCIADOS,110
9/3/2017,SIG RCP,SIG,1,VIA AÉREA DIFÍCIL,60
13/3/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,6,DISCUSSÃO DE CASOS OPERADOS,60
14/3/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - PEDIATRIA,GRAVAÇÃO VÍDEOAULA,1,DOENÇA CELÍACA,30
14/3/2017,SIG SENTINELAS EM AÇÃO,SIG,7,PROCESSO DE IMPLANTAÇÃO DO PROJETO DE DUPLA CHECAGEM DE MEDICAMENTOS POTENCIALMENTE PERIGOSOS - MPP,60
15/3/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,15,OCLUSÃO ARTERIAL AGUDA,90
15/3/2017,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,25,CRITÉRIOS E DIAGNÓSTICOS DE DILI,90
17/3/2017,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,21,TREINAMENTO NO MÓDULO DE MONITORAMENTO DO PPP,48
17/3/2017,QUALIFICAÇÃO DE DISSERTAÇÃO DE MESTRADO,BANCA MESTRADO,3,EXAME DE QUALIFICAÇÃO,60
20/3/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,7,DISCUSSÃO DE CASOS OPERADOS,60
20/3/2017,QUALIFICAÇÃO DE TESE DE DOUTORADO,BANCA DOUTORADO,1,PROCESSO DE FORMAÇÃO DO ENFERMEIRO E O SEU AGIR PROFISSIONAL,240
21/3/2017,SIG SENTINELAS EM AÇÃO,SIG,1,LESÃO POR PRESSÃO: ESTRATÉGIAS PARA MONITORAMENTO- NOTIFICAÇÃO- PROVISÃO DE MATERIAL ADEQUADO E ECONOMIA REAL,60
22/3/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,15,DAOP INFRA INGNAL,120
22/3/2017,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,22,ABORDAGEM DIAGNÓSTICA PRÁTICA DAS COLESTASES GENÉTICAS,90
27/3/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,7,DISCUSSÃO DE CASOS OPERADOS,60
28/3/2017,XVIII REBRAENSP,VIDEOCONFERÊNCIA,3,APRESENTAÇÃO E DISCUSSÃO,165
28/3/2017,XVIII REBRAENSP,VIDEOCONFERÊNCIA,2,APRESENTAÇÃO E DISCUSSÃO,120
29/3/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,15,DOENÇA CRÔNICA AORTO ILÍACA,90
29/3/2017,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,19,TRANSPLANTE EM DOENÇAS COLESTÁTICAS,90
30/3/2017,DEFESA DE DISSERTAÇÃO DE MESTRADO,BANCA MESTRADO,1,LESÃO HIPOTICA INDUZIDA POR MEDICAMENTOS: REVISÃO DE ESTUDOS BRASILEIROS E ESTRATÉGIA DE BUSCA E IDENTIFICAÇÃO,210
30/3/2017,DEFESA DE DISSERTAÇÃO DE MESTRADO,BANCA MESTRADO,2,PERCEPÇÃO DE ENFERMEIROS DO SEGREDO PROFISSIONAL NO USO DO FACEBOOK,180
4/4/2017,SIG AVC,SIG,5,DISCUSSÃO DE CASOS CLÍNICOS,60
4/4/2017,SIG SENTINELAS EM AÇÃO,SIG,4,PROTOCOLOS CLÍNICOS MULTIPROFISSIONAIS,60
4/4/2017,SIG SIMULAÇÃO EM SAÚDE,SIG,5,SIMULAÇÃO MÉDICO-CIRURGIA: RESGATANDO A BIOLOGIA DO ESPAÇO CONQUISTADO PELA ENGENHARIA,60
5/4/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,13,INSUFUCIÊNCIA VENOSA CRÔNICA,60
5/4/2017,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,22,O QUE AS SOROLOGIAS ANÔMALAS DA HEPATITE B PODEM CLINICAMENTO SIGNIFICAR,70
7/4/2017,SIG TÉCNICO OPERACIONAL,SIG,1,TRANSMISSÕES: SOBRE PROCEDIMENTOS- TRANSMISSÃO DE CIRURGIA,120
10/4/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,7,DISCUSSÃO DE CASOS OPERADOS,90
10/4/2017,SIG ENDOCRINOLOGIA PEDIÁTRICA,SIG,9,DIABETES NEONATAL COM DIAGNÓSTICO AOS 13 ANOS,40
10/4/2017,DEFESA DE TESE DE DOUTORADO,BANCA DOUTORADO,13,ACURÁCIA E REPRODUTIBILIDADE DE UM SCORE PEDIÁTRICO DE ALERTA PRECOCE DE DETERIORIZAÇÃO CLÍNICA,150
11/4/2017,SIG SENTINELAS EM AÇÃO,SIG,4,REAÇÕES TRANSFUSIONAIS IMEDIATAS,60
12/4/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,13,TRATAMENTO DE INSUFICIÊNCIA VENOSA CRÔNICA,90
12/4/2017,REUNIÃO FARMÁCIA,VIDEOCONFERÊNCIA,6,PESQUISA FARMÁCIA,150
12/4/2017,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,15,PROFILAXIA DA REATICAÇÃO DA HEPATITE B COM IMUNOBIOLOGICOS E QUIMIOTERAPIA,90
12/4/2017,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,1,REUNIÃO EBSERH,90
17/4/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,7,DISCUSSÃO DE CASOS OPERADOS,90
17/4/2017,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,6,AQUISIÇÃO DE REP-S,120
18/4/2017,SIG SENTINELAS EM AÇÃO,SIG,3,A COMUNICAÇÃO CONSCIENTE E SEU VALOR PARA A SEGURANÇA DO PACIENTE,60
19/4/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,13,VARIZES DE MMII: TRATAMENTO- FISIOPATOLOGIAS E DIAGNÓSTICO,75
19/4/2017,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,2,REUNIÃO DE OUVIDORES DE HOSPITAIS UNIVERSITÁRIOS E EBSERH SEDE,49
20/4/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - INFECTOLOGIA,GRAVAÇÃO VÍDEOAULA,1,BUSCA NA INTERNET DAS FICHAS DE DOENÇAS E AGRAVOS DE NOTIFICAÇÃO COMPULSÓRIA,15
20/4/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - PEDIATRIA,GRAVAÇÃO VÍDEOAULA,1,CONSTIPAÇÃO INTESTINAL,60
24/4/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,6,DISCUSSÃO DE CASOS OPERADOS,60
25/4/2017,SIG SENTINELAS EM AÇÃO,SIG,1,GOVERNANÇA CLÍNICA,60
25/4/2017,SESSÃO CLÍNICA PNEUMO-RADIOLOGIA,SESSÃO,12,DISCUSSÃO DE CASOS CLÍNICOS,70
26/4/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,12,TRATAMENTOS DE VARIZES DE MMII,90
26/4/2017,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,13,TRATAMENTO DA HEPATITE C COM O VIEKIRA PAK E SUA INCORPORAÇÃO NO PCDT,90
26/4/2017,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,1,REUNIÃO MODELO CHECKLIST,100
26/4/2017,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,4,SISTEMA DE GESTÃO DE PESQUISAS,90
27/4/2017,SIG SAÚDE DA CRIANÇA E DO ADOLESCENTE,SIG,3,O FUTURO DAS CRIANÇAS COM MICROCEFALIA,75
2/5/2017,SIG AVC,SIG,4,ESTRATÉGIAS PARA MELHORIA DE PROTOCOLOS AVC E TEMPOS DE ATENDIMENTO,60
2/5/2017,MESTRADO EM ASSISTÊNCIA FARMACÊUTICA,WEBCONFERÊNCIA,2,AULA INAUGURAL,30
3/5/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,13,TELANGECTASIA E MICROVARIZES,60
3/5/2017,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,20,ARTIGO DE REVISÃO: ESPESSAMENTO PARIENTAL DA VESÍCULA BILIAR NO EXAME USG: COMO INTERPRETAR?,50
4/5/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - EPIDEMIOLOGIA,GRAVAÇÃO VÍDEOAULA,1,FICHA PARA NOTIFICAÇÕES DE DOENÇAS,30
5/5/2017,QUALIFICAÇÃO DE TESE DE DOUTORADO,BANCA DOUTORADO,5,MONITORAMENTO REMOTO DE ENFERMAGEM DE MULHERES COM EXCESSO DE PESO,165
8/5/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,7,DISCUSSÃO DE CASOS OPERADOS,60
8/5/2017,SIG ENDOCRINOLOGIA PEDIÁTRICA,SIG,8,DISCUSSÃO DE CASOS CLÍNICOS,60
9/5/2017,SIG SENTINELAS EM AÇÃO,SIG,1,CORRELAÇÃO ENTRE BASES DE DADOS DO REGISTRO DE MEDICAMENTOS BIOLÓGICOS E DO NOTIVISA,60
9/5/2017,AULA INAUGURAL PPGENF 2017,VIDEOCONFERÊNCIA,27,REDE PANAMERICANA DE CENTROS COLABORADORES DA OMS PARA O DESENVOLVIMENTO DA ENFERMAGEM: DESAFIOS E TENDÊNCIAS,80
9/5/2017,MESTRADO EM ASSISTÊNCIA FARMACÊUTICA,WEBCONFERÊNCIA,5,REUNIÃO DE DEFINIÇÃO DE TEMAS,60
10/5/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,14,DISCUSSÃO DE CASOS OPERADOS,120
10/5/2017,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,23,RECOMENDAÇÕES DA EASL SOBRE PREVENÇÃO- DIAGNÓSTICO E TRATAMENTO DE CÁLCULOS BILIARES,80
10/5/2017,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,1,DISCUSSÃO DO MODELO CHECKLIST DE DIAGNÓSTICO E DA MINUTA DO POP - VISTORIAS INTERNAS DE SST,120
11/5/2017,SIG COLABORATIVO EM EDUCAÇÃO MÉDICA,SIG,2,ROLE PLAY COMO ESTRATÉGIA DE ENSINO APRENDIZAGEM,60
11/5/2017,SIG RCP,SIG,1,RCP EM PEDIATRIA,60
15/5/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,8,DISCUSSÃO DE CASOS OPERADOS,90
16/5/2017,MESTRADO EM ASSISTÊNCIA FARMACÊUTICA,WEBCONFERÊNCIA,3,AULA 01 - PROJETOS,100
17/5/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,8,TVP: TRATAMENTO,130
17/5/2017,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,12,DISCUSSÃO DE CASOS CLÍNICOS,90
18/5/2017,SIG SAÚDE DA CRIANÇA E DO ADOLESCENTE,SIG,1,A LUTA EM PROL DOS PACIENTES COM DOENÇAS RARAS,60
19/5/2017,SIG TELECOLOPROCTOLOGIA,SIG,3,DISCUSSÃO DE CASOS CLÍNICOS,75
22/5/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,8,DISCUSSÃO DE CASOS OPERADOS,90
23/5/2017,SIG SENTINELAS EM AÇÃO,SIG,2,FARMÁCIA CLÍNICA: UM RELATO DE EXPERIÊNCIA,60
23/5/2017,MESTRADO EM ASSISTÊNCIA FARMACÊUTICA,WEBCONFERÊNCIA,5,METODOLOGIA DE ATENÇÃO FARMACÊUTICA,80
23/5/2017,MESTRADO EM ASSISTÊNCIA FARMACÊUTICA,WEBCONFERÊNCIA,3,AULA 02 - PROJETOS,70
24/5/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,13,TROMBOFILIAS,120
24/5/2017,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,24,HIPERFERRITINIA AND LIVER DISCASES,60
27/5/2017,TREINAMENTO EM MONITORIZAÇÃO HEMODINÂMICA,WEBCONFERÊNCIA,23,WORKSHOP MONITORIZAÇÃO HEMODINÂMINA,240
29/5/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,6,DISCUSSÃO DE CASOS OPERADOS,80
30/5/2017,SIG SENTINELAS EM AÇÃO,SIG,2,ESTRATÉGIAS DE EMPODERAMENTO DO PACIENTE,60
30/5/2017,SESSÃO CLÍNICA PNEUMO-RADIOLOGIA,SESSÃO,12,DISCUSSÃO DE CASOS CLÍNICOS,55
30/5/2017,MESTRADO EM ASSISTÊNCIA FARMACÊUTICA,WEBCONFERÊNCIA,4,METODOLOGIA DE ATENÇÃO FARMACÊUTICA,240
31/5/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,12,CATETERES PARA HEMODIÁLISE E QUIMIOTERAPIA,120
31/5/2017,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,29,ATUALIZAÇÃO DO CONSENSO BRASILEIRO DE HEMORRAGIA VARISOCA,150
31/5/2017,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,1,DISCUSSÃO DO MODELO CHECKLIST,35
5/6/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,6,TVP: TRATAMENTO,90
5/6/2017,REUNIÃO DA DISCIPLINA MED B51,REUNIÃO DRª SUZY,6,TCC,90
6/6/2017,SIG AVC,SIG,4,APLICAÇÕES ATUAIS DO DOOPLER TRANSCRANIANO NA DOENÇA CEREBROVASCULAR,40
6/6/2017,SIG SENTINELAS EM AÇÃO,SIG,1,O USO DE DADOS DE TECNOVIGILÂNCIA NA AVALIAÇÃO DE TECNOLOGIAS EM SAÚDE,60
6/6/2017,SIG SIMULAÇÃO EM SAÚDE,SIG,4,SIMULAÇÃO EM SITU,60
6/6/2017,MESTRADO EM ASSISTÊNCIA FARMACÊUTICA,WEBCONFERÊNCIA,4,AULA 04 - PROJETOS,190
7/6/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,14,HEMODIÁLISE,90
7/6/2017,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,24,COMPLICAÇÕES METABÓLICAS DO VHC RI E DIABETE,65
8/6/2017,SIG REUMATOLOGIA PEDIÁTRICA,SIG,2,DISCUSSÃO DE CASOS CLÍNICOS,60
8/6/2017,SIG RCP,SIG,1,MANEJO DE TAQUIARRITIMIAS NA PCR,50
8/6/2017,SIG COLABORATIVO EM EDUCAÇÃO MÉDICA,SIG,1,ENSINO À DISTÂNCIA: DESAFIOS E CONQUISTAS,60
9/6/2017,SIG TÉCNICO OPERACIONAL,SIG,2,MCU: PROTOCOLOS- FUNÇÕES- SUPORTE E USO,120
12/6/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,5,DISCUSSÃO DE CASOS OPERADOS,90
12/6/2017,SIG ENDOCRINOLOGIA PEDIÁTRICA,SIG,9,AVALIAÇÃO DA TRIAGEM HAC NO RS,60
13/6/2017,SIG SENTINELAS EM AÇÃO,SIG,3,COSMETOVIGILÂNCIA- UMA ANÁLISE DAS MODIFICAÇÕES EM HOSPITAIS,60
13/6/2017,MESTRADO EM ASSISTÊNCIA FARMACÊUTICA,WEBCONFERÊNCIA,7,APRESENTAÇÃO DE SEMINÁRIOS,240
13/6/2017,DEFESA DE DISSERTAÇÃO DE MESTRADO,BANCA MESTRADO,10,NÍVEL DE ESTRESSE E FATORES PREDITIVOS EM UNIVERSITÁRIOS DE ENFERMAGEM / FATORES ASSOCIADOS AO PADRÃO DE SONO EM UNIVERSITÁRIOS DE ENFERMAGEM,180
14/6/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,18,PÉ DIABÉTICO NEUROPÁTICO,100
14/6/2017,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,26,HEPATITE C: CHC CURA COM DAAS? MITO OU REALIDADE,150
14/6/2017,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,1,GRUPO DE TRABALHO SST,70
19/6/2017,SIG ODONTOLOGIA - DIAGNÓSTICO BUCAL,SIG,3,NECRÓLISE EPIDÉRMICA TÓXICA: RELATO DE CASO COM MANIFESTAÇÕES BUCAIS INCOMUNS EM PESSOA VIVENDO COM AIDS/HIV,40
20/6/2017,SIG SENTINELAS EM AÇÃO,SIG,2,PROTOCOLOS TRANSFUSIONAIS,60
21/6/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,14,O PÉ DIABÉTICO INFECCIOSO,90
21/6/2017,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,17,ADENOMA HEPÁTICO - ATUALIZAÇÃO,80
22/6/2017,SIG SAÚDE DA CRIANÇA E DO ADOLESCENTE,SIG,1,SÍNDROME DA INFECÇÃO CONGÊNITA PELO VÍRUS ZIKA: EXPERIÊNCIA DE 01 ANO DE ACOMPANHAMENTO,60
26/6/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,6,DISCUSSÃO DE CASOS OPERADOS,60
27/6/2017,SIG SIMULAÇÃO EM SAÚDE,SIG,5,OS DESAFIOS DA SIMULAÇÃO CLÍNICA NO CONTEXTO EDUCACIONAL,60
28/6/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,16,PREVENÇÃO EM PÉ DIABÉTICO,120
28/6/2017,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,15,TRATAMENTO ATUAL DA NASH,80
29/6/2017,DEFESA DE DISSERTAÇÃO DE MESTRADO,BANCA MESTRADO,9,EFETIVIDADE TERAPÊUTICA E SEGURANÇA DO TELAPREVIR E BOCEPREVIR NO TRATAMENTO DA HEPATITE C,170
29/6/2017,SIG TRAUMA – CIRURGIA-  EMERGÊNCIA E TRAUMA,SIG,22,TRAUMA DUODENO PANCREÁTICO,90
30/6/2017,SIG UROLOGIA PEDIÁTRICA,SIG,9,AMPLIAÇÃO VISICAL (TÉCNICAS) E TRANSPLANTE / ESTADO ATUAL DE TRANSPLANTE PEDIÁTRICO EM PATOLOGIAS UROLÓGICAS,90
3/7/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,7,DISCUSSÃO DE CASOS OPERADOS,110
4/7/2017,SIG AVC,SIG,7,O AVC E DIAGNÓSTICOS DIFERENCIAIS: MIMICS E CAMALEÕES,60
4/7/2017,SIG SENTINELAS EM AÇÃO,SIG,1,OMISSÃO NA ADMINISTRADÇÃO DE MEDICAMENTOS,60
5/7/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,15,AMPUTAÇÃO DOS MEMBROS INFERIORES E REABILITAÇÃO / ARTIGO CIENTÍFICO,120
