DATA,ATIVIDADE,TIPO,PATICIPANTES,TEMA,TEMPO (MIN)
22/5/2018,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,4,CURSO - REFORMA TRABALHISTA,240
22/5/2018,SIG SENTINELAS EM AÇÃO,SIG,3,ANÁLISE DE RISCOS NA SAÚDE COM O MÉTODO BOEN TIE,60
22/5/2018,TESTE DE CONEXÃO - BANCA,TESTE DE BANCA,1,TESTE DE APRESENTAÇÃO,30
22/5/2018,REUNIÃO UNIDADES E-SAÚDE - EBSERH,SESSÃO,1,TELEMEDICINA,100
23/5/2018,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,13,TROMBOFILIAS / ARTIGO CIENTÍFICO,75
23/5/2018,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,4,CURSO - REFORMA TRABALHISTA,240
24/5/2018,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,4,CURSO - REFORMA TRABALHISTA,225
24/5/2018,SIG SAÚDE DA CRIANÇA E DO ADOLESCENTE,SIG,8,CONECTE-SE AO QUE IMPORTA,60
25/5/2018,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,2,CURSO - REFORMA TRABALHISTA,225
24/5/2018,GRAVAÇÃO DE VÍDEOAULA INTERNA - PEDIATRIA,GRAVAÇÃO VÍDEOAULA,1,INSIFUCIÊNCIA CARDÍACA,90
25/5/2018,GRAVAÇÃO DE VÍDEOAULA INTERNA - PEDIATRIA,GRAVAÇÃO VÍDEOAULA,1,FIBROSE CÍSTICA: UMA DOENÇA COM MÚLTIPLAS FORMAS CLÍNICAS,60
28/5/2018,SESSÃO CLÍNICA DE CIRURGIA ENDOVASCULAR,SESSÃO,4,DISCUSSÃO DE CASOS OPERADOS,65
28/5/2018,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,5,DISCUSSÃO DE CASOS OPERADOS,90
28/5/2018,DEFESA DE TESE DE DOUTORADO,BANCA DOUTORADO,12,AVALIAÇÃO DAS VARIAÇÕES ANATÔMICAS DO CANAL MANDIBULAR EM TOMOGRAFIA COMPUTADORIZADA,240
28/5/2018,DEFESA DE TCC,BANCA TCC,10,FREQUÊNCIA DE ERROS DE ADMINISTRAÇÃO DE MEDICAMENTOS EM HOSPITAIS NA AMÉRICA LATINA - UMA REVISÃO SISTEMÁTICA,95
29/5/2018,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,4,APRESENTAÇÃO DOS AVANÇOS DO PROJETO MAIS EBSERH,70
30/5/2018,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,15,CATETERES PARA HEMODIÁLISE E QUIMIOTERAPIA / ARTIGO CIENTÍFICO,95
30/5/2018,SESSÃO CLÍNICA PNEUMO-RADIOLOGIA,SESSÃO,18,DISCUSSÃO DE CASOS,60
